School Year,School Code,County,Public/Private,Public School District,CITY,School Name,Enrollment,Reported,Category,Count,Percent
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,HEPB,52,98%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,HEPB,91,89%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,HEPB,43,98%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,HEPB,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,HEPB,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,HEPB,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,HEPB,39,91%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,HEPB,59,98%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,HEPB,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,HEPB,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,HEPB,30,100%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,HEPB,43,93%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,HEPB,44,100%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,HEPB,73,99%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,MMR,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,MMR,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,MMR,92,100%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,MMR,78,98%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,MMR,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,MMR,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,MMR,94,96%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,MMR,64,98%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,MMR,53,100%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,MMR,92,90%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,MMR,43,98%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,MMR,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,MMR,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,MMR,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,MMR,39,91%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,MMR,56,93%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,MMR,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,MMR,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,MMR,29,97%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,MMR,45,98%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,MMR,43,98%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,MMR,65,88%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Overdue,0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Overdue,0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Overdue,0,0%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Overdue,0,0%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Overdue,0,0%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Overdue,0,0%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Overdue,0,0%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Overdue,0,0%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Overdue,0,0%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Overdue,0,0%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Overdue,0,0%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Overdue,0,0%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Overdue,0,0%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Overdue,0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Overdue,0,0%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Overdue,0,0%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Overdue,0,0%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Overdue,0,0%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Overdue,0,0%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Overdue,0,0%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Overdue,0,0%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Overdue,0,0%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Personal Beliefs Exemption (PBE),4,4%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Personal Beliefs Exemption (PBE),10,10%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Personal Beliefs Exemption (PBE),5,9%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Personal Beliefs Exemption (PBE),1,2%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Personal Beliefs Exemption (PBE),1,3%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Personal Beliefs Exemption (PBE),3,5%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Personal Beliefs Exemption (PBE),0,0%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Personal Beliefs Exemption (PBE),1,1%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Permanent Medical Exemption (PME),1,1%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Permanent Medical Exemption (PME),2,3%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Permanent Medical Exemption (PME),1,2%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Permanent Medical Exemption (PME),3,7%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Permanent Medical Exemption (PME),0,0%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,POLIO,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,POLIO,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,POLIO,91,99%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,POLIO,78,98%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,POLIO,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,POLIO,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,POLIO,94,96%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,POLIO,64,98%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,POLIO,53,100%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,POLIO,89,87%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,POLIO,43,98%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,POLIO,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,POLIO,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,POLIO,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,POLIO,39,91%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,POLIO,58,97%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,POLIO,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,POLIO,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,POLIO,29,97%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,POLIO,45,98%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,POLIO,42,95%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,POLIO,65,88%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Religious PBE,0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Religious PBE,0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Religious PBE,0,0%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Religious PBE,0,0%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Religious PBE,1,2%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Religious PBE,0,0%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Religious PBE,4,4%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Religious PBE,1,2%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Religious PBE,0,0%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Religious PBE,7,7%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Religious PBE,1,2%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Religious PBE,1,2%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Religious PBE,5,9%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Religious PBE,0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Religious PBE,1,2%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Religious PBE,0,0%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Religious PBE,1,3%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Religious PBE,0,0%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Religious PBE,0,0%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Religious PBE,0,0%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Religious PBE,0,0%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Religious PBE,0,0%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Up-To-Date,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Up-To-Date,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Up-To-Date,90,98%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Up-To-Date,78,98%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Up-To-Date,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Up-To-Date,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Up-To-Date,93,95%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Up-To-Date,64,98%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Up-To-Date,52,98%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Up-To-Date,88,86%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Up-To-Date,42,95%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Up-To-Date,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Up-To-Date,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Up-To-Date,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Up-To-Date,38,88%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Up-To-Date,54,90%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Up-To-Date,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Up-To-Date,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Up-To-Date,29,97%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Up-To-Date,43,93%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Up-To-Date,38,86%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Up-To-Date,57,77%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,VARI,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,VARI,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,VARI,92,100%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,VARI,79,99%
